region,course_title,layout_title,course_code,layout_kind,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,ref_url
千葉県,加茂GC,加茂ゴルフ倶楽部,C001170,out+in,5,4,3,4,4,4,3,5,4,4,5,4,4,3,4,3,4,5,
千葉県,鴨川CC,鴨川カントリークラブ,C001169,out+in,5,3,4,4,4,5,4,3,4,4,3,4,5,3,4,4,4,5,
千葉県,カレドニアンGC,カレドニアン・ゴルフクラブ,C001171,out+in,4,5,3,4,3,5,4,4,4,4,4,3,4,4,5,4,3,5,
千葉県,木更津GC,木更津ゴルフクラブ,C001172,out+in,5,4,4,3,4,4,3,5,4,4,5,4,3,4,4,4,3,5,
千葉県,木更津東CC,木更津東カントリークラブ,C001167,out+in,4,5,3,4,4,5,4,3,4,4,5,3,4,5,4,4,3,4,
千葉県,北谷津GG西,北谷津ゴルフガーデン西コース,C001358,all,3,3,3,3,3,3,3,3,3,,,,,,,,,,
千葉県,北谷津GG東,北谷津ゴルフガーデン東コース,C001357,all,3,3,3,3,3,3,3,3,3,,,,,,,,,,
千葉県,君津香木原CC,君津香木原カントリークラブ,C001200,out+in,4,5,4,3,4,4,4,5,3,4,5,3,4,4,5,3,4,4,
千葉県,季美の森GC,季美の森ゴルフ倶楽部,C001174,out+in,5,4,3,4,4,5,4,3,4,4,5,3,4,4,5,4,3,4,
千葉県,ｷｬｽｺ花葉本ｶﾄﾚｱ,キャスコ花葉CLUB本コース花葉コースカトレア,C001349,all,4,4,4,3,5,5,3,4,4,,,,,,,,,,
千葉県,ｷｬｽｺ花葉本ｻﾙﾋﾞｱ,キャスコ花葉CLUB本コース花葉コースサルビア,C001352,all,5,5,3,4,4,4,4,4,3,,,,,,,,,,
千葉県,ｷｬｽｺ花葉本ｼﾊﾞｻｸﾗ,キャスコ花葉CLUB本コース花葉コースシバザクラ,C001348,all,4,3,4,5,4,4,4,5,3,,,,,,,,,,
千葉県,ｷｬｽｺ花葉本ﾗﾍﾞﾝﾀﾞ,キャスコ花葉CLUB本コース花葉コースラベンダー,C001350,all,3,5,4,4,3,5,3,4,5,,,,,,,,,,
千葉県,ｷｬｽｺ花葉本ﾘﾝﾄﾞｳ,キャスコ花葉CLUB本コース花葉コースリンドウ,C001347,all,5,4,4,4,3,4,3,4,5,,,,,,,,,,
千葉県,キャメルGﾘｿﾞｰﾄ,キャメルゴルフリゾート,C001175,out+in,4,4,3,4,5,4,3,5,4,4,4,3,4,5,4,4,3,5,
千葉県,京CC,京カントリークラブ,C001176,out+in,4,3,5,4,3,4,4,5,4,4,3,3,5,4,4,5,5,3,
千葉県,キングフｨｰルズGC,キングフィールズゴルフクラブ,C001177,out+in,4,5,3,4,3,5,4,4,4,5,3,4,4,4,4,3,5,4,
千葉県,久能CC,久能カントリー倶楽部,C001178,out+in,4,4,3,5,4,3,4,4,5,4,3,4,4,4,4,5,3,5,
千葉県,クリアビューGCH,クリアビューゴルフクラブ＆ホテル,C001179,out+in,4,4,4,3,5,5,4,4,3,4,4,5,4,3,4,3,5,4,
千葉県,グリッサンドGC,グリッサンドゴルフクラブ,C001180,out+in,5,3,4,4,5,4,3,4,4,4,5,4,4,3,4,3,5,4,
千葉県,ｸﾞﾚｰﾄｱｲﾗﾝﾄﾞC,グレートアイランド倶楽部,C001181,out+in,4,3,5,4,5,4,3,4,4,4,4,3,5,4,5,4,3,4,
千葉県,グレンオークスCC,グレンオークスカントリークラブ,C001182,out+in,4,4,4,5,3,4,4,3,5,4,5,4,3,4,4,4,3,5,
千葉県,京葉CC,京葉カントリー倶楽部,C001183,out+in,5,4,3,4,4,3,4,4,5,4,4,4,3,4,5,3,4,5,
千葉県,源氏山GC,源氏山ゴルフクラブ,C001184,out+in,5,4,4,3,4,4,3,4,5,4,4,5,4,3,5,4,3,4,
千葉県,ｺﾞｰﾙﾃﾞﾝｸﾛｽCC,ゴールデンクロスカントリークラブ,C001187,out+in,4,5,3,4,4,4,3,5,4,4,4,3,4,5,4,4,3,5,
千葉県,ゴールド木更津CC,ゴールド木更津カントリークラブ,C001188,out+in,4,4,5,3,4,4,3,5,4,4,3,5,4,4,3,4,5,4,
千葉県,国際ﾚﾃﾞｨｰｽGC,国際レディースゴルフ倶楽部,C001351,out+in,5,4,4,4,4,5,3,4,4,4,4,3,4,4,5,3,4,4,
千葉県,コスモクラシック,コスモクラシッククラブ,C001186,out+in,4,5,4,3,4,4,5,4,3,4,4,4,3,5,4,3,4,5,
千葉県,ｺﾞﾙﾌ5Cｵｰｸﾋﾞﾚｯﾁﾞ,ゴルフ5カントリーオークビレッヂ,C001143,out+in,4,4,5,3,4,5,4,3,4,4,4,4,5,3,4,5,3,4,
千葉県,GC成田ハイツリー,ゴルフ倶楽部成田ハイツリー,C001189,out+in,5,4,4,3,4,5,4,3,4,5,4,4,4,4,3,5,3,4,
千葉県,ザ・CC・ジャパン,ザ・カントリークラブ・ジャパン,C001197,out+in,5,4,4,3,4,3,5,4,4,4,4,4,3,5,4,4,3,5,
千葉県,佐倉CC,佐倉カントリー倶楽部,C001190,out+in,4,5,4,3,4,4,5,3,4,5,3,4,4,4,4,3,5,4,
千葉県,ｻﾞｾｲﾝﾄﾅｲﾝ東京,ザセイントナイン東京,C001356,out+in,4,3,4,4,3,4,5,4,5,4,4,3,4,4,3,5,4,5,
千葉県,ｻﾞﾅｼｮﾅﾙCC千葉西,ザナショナルカントリー倶楽部千葉西コース,C001331,all,4,4,4,4,5,3,4,3,5,,,,,,,,,,
千葉県,ｻﾞﾅｼｮﾅﾙCC千葉東,ザナショナルカントリー倶楽部千葉東コース,C001330,all,4,4,3,5,4,5,3,4,4,,,,,,,,,,
千葉県,ｻﾞﾅｼｮﾅﾙCC千葉南,ザナショナルカントリー倶楽部千葉南コース,C001332,all,4,5,4,4,3,4,3,5,4,,,,,,,,,,
千葉県,佐原CC,佐原カントリークラブ,C001191,out+in,4,4,3,4,4,5,4,3,5,5,4,4,3,4,4,3,4,5,
千葉県,山武グリーンCC,山武グリーンカントリー倶楽部,C001192,out+in,5,4,3,4,5,4,3,4,4,3,4,4,5,4,4,3,4,5,
千葉県,サンライズGC,サンライズゴルフクラブ,C001355,all,3,3,3,3,3,3,4,3,3,,,,,,,,,,
千葉県,芝山GC,芝山ゴルフ倶楽部,C001199,out+in,4,4,5,4,3,4,3,4,5,4,4,3,5,4,4,3,5,4,
千葉県,ジャパンPGAGC,ジャパンＰＧＡゴルフクラブ,C001203,out+in,4,3,5,4,4,4,3,4,5,4,4,4,5,3,4,4,3,5,
千葉県,新君津ﾍﾞﾙｸﾞﾘｰﾝCC,新君津ベルグリーンカントリー倶楽部,C001201,out+in,5,4,3,4,4,4,5,3,4,4,4,5,3,5,4,4,3,4,
千葉県,新千葉CCあさぎり,新千葉カントリー倶楽部あさぎりコース,C001202,out+in,4,5,4,4,3,4,5,3,4,4,5,4,3,4,5,4,3,4,
千葉県,新千葉CCたちばな,新千葉カントリー倶楽部たちばなコース,C001327,out+in,5,3,4,3,4,5,4,3,5,5,3,4,4,4,3,4,4,5,
千葉県,新千葉CCつくも,新千葉カントリー倶楽部つくもコース,C001328,out+in,4,4,3,4,4,5,3,5,4,5,4,3,5,3,4,4,4,4,
千葉県,スカイウェイCC,スカイウェイカントリークラブ,C001204,out+in,5,4,3,4,4,3,5,4,4,4,4,3,5,4,3,4,4,5,
千葉県,総丘CC,総丘カントリー倶楽部,C001206,out+in,5,3,4,4,4,5,3,4,4,5,3,4,3,5,4,4,4,4,
千葉県,総武CC印旛,総武カントリークラブ印旛コース,C001210,out+in,5,4,4,3,5,3,4,4,4,5,4,4,5,3,4,4,3,4,
千葉県,総武CC北,総武カントリークラブ北コース,C001211,all,4,4,4,3,5,4,3,4,4,,,,,,,,,,
千葉県,総武CC総武中,総武カントリークラブ総武コース中,C001214,all,5,4,4,3,4,4,3,5,4,,,,,,,,,,
千葉県,総武CC総武西,総武カントリークラブ総武コース西,C001213,all,5,4,4,3,4,4,3,4,5,,,,,,,,,,
千葉県,総武CC総武東,総武カントリークラブ総武コース東,C001212,all,5,4,3,4,4,3,4,5,4,,,,,,,,,,
千葉県,袖ヶ浦CC新袖,袖ヶ浦カンツリークラブ新袖コース,C001215,out+in,5,4,4,3,4,3,5,4,4,5,3,4,4,4,4,4,3,5,
千葉県,袖ヶ浦CC袖ヶ浦,袖ヶ浦カンツリークラブ袖ヶ浦コース,C001216,out+in,4,5,4,4,3,4,4,3,5,4,4,3,4,4,4,5,3,5,
千葉県,大栄CC,大栄カントリー倶楽部,C001217,out+in,4,4,5,3,4,4,5,3,4,4,4,5,3,4,5,3,4,4,
千葉県,大千葉CCアウト,大千葉カントリー倶楽部アウト,C001229,all,5,4,3,4,4,4,4,3,5,,,,,,,,,,
千葉県,大千葉CCイン,大千葉カントリー倶楽部イン,C001344,all,4,4,4,4,3,4,3,5,5,,,,,,,,,,
千葉県,大千葉CC東,大千葉カントリー倶楽部東,C001230,all,5,4,4,3,4,4,4,5,3,,,,,,,,,,
千葉県,ﾀﾞｲﾅﾐｯｸｺﾞﾙﾌ成田,ダイナミックゴルフ成田,C001341,all,3,3,3,3,3,3,3,4,3,,,,,,,,,,
千葉県,太平洋C市原,太平洋クラブ市原コース,C001218,out+in,5,4,3,4,4,3,5,4,4,5,4,3,5,4,4,3,4,4,
千葉県,太平洋C成田,太平洋クラブ成田コース,C001219,out+in,4,3,4,4,3,5,4,4,5,4,5,3,4,4,4,3,4,5,
千葉県,太平洋C八千代,太平洋クラブ八千代コース,C001315,out+in,5,4,3,5,4,3,4,4,4,4,5,4,4,3,4,5,4,3,
千葉県,鷹之台CC,鷹之台カンツリー倶楽部,C001220,out+in,4,4,3,5,4,5,3,4,4,4,4,4,3,5,3,4,4,5,
千葉県,多古CC,多古カントリークラブ,C001224,out+in,4,4,4,3,5,4,3,5,4,4,4,4,5,3,4,4,3,5,
千葉県,立野クラシックGC,立野クラシックゴルフ倶楽部,C001225,out+in,4,3,5,3,4,4,4,5,4,5,4,3,4,4,5,4,4,3,
千葉県,館山CC中,館山カントリークラブ中,C001228,all,4,4,3,5,3,5,4,4,4,,,,,,,,,,
千葉県,館山CC西,館山カントリークラブ西,C001227,all,5,4,3,4,3,4,5,4,4,,,,,,,,,,
千葉県,館山CC東,館山カントリークラブ東,C001226,all,5,4,4,3,4,3,4,4,5,,,,,,,,,,
千葉県,千葉CC梅郷,千葉カントリークラブ梅郷コース,C001234,out+in,4,5,3,4,4,5,3,4,4,4,4,4,3,5,4,3,4,5,
千葉県,千葉CC川間ｺｰｽ西,千葉カントリークラブ川間コース西,C001237,all,4,4,3,5,4,4,4,3,5,,,,,,,,,,
千葉県,千葉CC川間ｺｰｽ東,千葉カントリークラブ川間コース東,C001235,all,4,3,5,4,5,4,3,4,4,,,,,,,,,,
千葉県,千葉CC川間ｺｰｽ南,千葉カントリークラブ川間コース南,C001236,all,5,4,4,4,3,4,4,3,5,,,,,,,,,,
千葉県,千葉CC野田,千葉カントリークラブ野田コース,C001238,out+in,4,3,5,4,4,4,5,3,4,4,5,3,4,4,4,4,3,5,
千葉県,千葉夷隅GC西,千葉夷隅ゴルフクラブ西,C001233,all,4,5,4,3,4,4,4,3,5,,,,,,,,,,
千葉県,千葉夷隅GC東,千葉夷隅ゴルフクラブ東,C001231,all,4,4,3,4,4,3,5,4,5,,,,,,,,,,
千葉県,千葉夷隅GC南,千葉夷隅ゴルフクラブ南,C001232,all,5,4,4,3,4,4,3,4,5,,,,,,,,,,
千葉県,千葉国際CC桜中,千葉国際カントリークラブ桜中,C001242,all,5,4,3,4,4,5,3,4,4,,,,,,,,,,
千葉県,千葉国際CC桜西,千葉国際カントリークラブ桜西,C001241,all,4,4,4,4,5,3,5,3,4,,,,,,,,,,
千葉県,千葉国際CC桜東,千葉国際カントリークラブ桜東,C001240,all,4,4,4,5,3,4,3,4,5,,,,,,,,,,
千葉県,千葉国際CC竹OUT,千葉国際カントリークラブ竹OUT,C001243,all,4,4,4,5,3,4,5,3,4,,,,,,,,,,
千葉県,千葉国際CC竹IN,千葉国際カントリークラブ竹IN,C001244,all,4,4,5,4,4,3,4,3,5,,,,,,,,,,
千葉県,千葉桜の里GC,千葉桜の里ゴルフクラブ,C001245,out+in,4,4,3,4,5,5,3,4,4,4,5,4,4,3,5,4,3,4,
千葉県,千葉市民G,千葉市民ゴルフ場,C001337,all,4,4,3,5,4,4,4,3,5,,,,,,,,,,
千葉県,千葉新日本GC内房,千葉新日本ゴルフ倶楽部内房,C001247,out+in,5,4,3,4,4,5,4,3,4,4,3,4,4,5,4,3,5,4,
千葉県,千葉新日本GC外房,千葉新日本ゴルフ倶楽部外房,C001246,out+in,4,3,4,5,4,5,4,3,4,4,3,5,4,4,4,5,3,4,
千葉県,千葉ｾﾝﾄﾗﾙGC A,千葉セントラルゴルフクラブA,C001248,all,5,3,4,4,4,4,3,4,5,,,,,,,,,,
千葉県,千葉ｾﾝﾄﾗﾙGC B,千葉セントラルゴルフクラブB,C001249,all,4,5,4,4,3,4,5,3,4,,,,,,,,,,
千葉県,千葉ｾﾝﾄﾗﾙGC C,千葉セントラルゴルフクラブC,C001250,all,4,3,5,4,4,4,3,5,4,,,,,,,,,,
千葉県,千葉バーディC,千葉バーディクラブ,C001335,out+in,4,3,4,5,3,5,4,4,4,4,3,5,4,4,5,4,3,4,
千葉県,千葉松尾GC,千葉松尾ゴルフクラブ,C001320,out+in,5,4,4,4,3,5,3,4,4,4,3,4,4,3,4,5,5,4,
千葉県,千葉よみうりCC,千葉よみうりカントリークラブ,C001251,out+in,4,3,4,5,4,3,4,4,5,5,3,4,4,4,4,4,5,3,
千葉県,長太郎CC,長太郎カントリークラブ,C001253,out+in,4,5,3,4,4,3,4,4,5,5,4,3,4,4,3,4,4,5,
千葉県,長南CC,長南カントリークラブ,C001254,out+in,4,4,3,5,4,4,4,3,5,5,4,4,4,4,3,5,3,4,
千葉県,長南パブリックC,長南パブリックコース,C001255,out+in,4,4,5,4,3,4,5,3,4,5,4,3,4,4,4,4,3,5,
千葉県,鶴舞CC西,鶴舞カントリー倶楽部西,C001256,out+in,4,4,3,5,4,3,4,4,5,4,4,4,3,5,4,3,4,5,
千葉県,鶴舞CC東,鶴舞カントリー倶楽部東,C001257,out+in,4,4,5,3,4,4,3,5,4,4,3,5,4,4,3,4,5,4,
千葉県,トーヨーCC,トーヨーカントリークラブ,C001258,out+in,5,3,5,4,4,3,4,4,4,4,3,5,4,4,4,3,4,5,
千葉県,東急７００C西,東急セブンハンドレッドクラブ西,C001260,out+in,5,4,4,3,4,4,5,3,4,5,4,4,3,4,4,5,3,4,
千葉県,東急７００C東,東急セブンハンドレッドクラブ東,C001259,out+in,4,5,3,4,3,4,4,5,4,4,4,3,5,4,4,4,3,5,
千葉県,東京クラシックGC,東京クラシックゴルフコース,C001353,out+in,4,4,5,4,3,4,3,5,4,4,4,3,4,3,5,4,4,5,
千葉県,東京国際空港GC,東京国際空港ゴルフ倶楽部,C001261,out+in,4,4,3,4,5,3,4,4,5,4,5,3,4,4,4,3,5,4,
千葉県,東京ベイサイドGC,東京ベイサイドゴルフコース,C001329,out+in,4,3,4,4,3,4,5,4,5,3,5,4,3,4,4,4,4,5,
千葉県,東京湾CC久保田,東京湾カントリークラブ久保田,C001263,all,4,3,5,4,4,4,3,4,5,,,,,,,,,,
千葉県,東京湾CC蔵波,東京湾カントリークラブ蔵波,C001264,all,3,4,3,4,5,4,5,4,4,,,,,,,,,,
千葉県,東京湾CC長浦,東京湾カントリークラブ長浦,C001262,all,4,4,4,5,3,4,3,5,4,,,,,,,,,,
千葉県,東庄GC,東庄ゴルフ倶楽部,C001265,out+in,4,5,4,3,4,4,3,4,5,4,5,3,4,4,4,3,5,4,
千葉県,富里GC,富里ゴルフ倶楽部,C001266,out+in,4,4,4,3,5,4,3,5,4,4,4,3,5,4,4,3,4,5,
千葉県,中山CC,中山カントリークラブ,C001267,out+in,5,4,4,4,3,5,3,4,4,5,4,4,5,4,3,4,3,4,
千葉県,成田GC,成田ゴルフ倶楽部,C001271,out+in,4,4,5,3,4,5,3,4,4,5,4,3,4,4,4,3,5,4,
千葉県,成田の森CC,成田の森カントリークラブ,C001272,out+in,4,4,3,4,4,5,4,3,5,5,3,4,3,4,4,5,4,4,
千葉県,成田東CC,成田東カントリークラブ,C001273,out+in,4,4,5,3,4,4,5,4,3,4,4,3,5,3,4,4,4,5,
千葉県,成田ヒルズCC,成田ヒルズカントリークラブ,C001196,out+in,4,5,4,3,4,4,4,3,5,4,3,5,4,5,4,4,3,4,
千葉県,成田ﾌｪｱﾌｨｰﾙﾄﾞGC,成田フェアフィールドゴルフクラブ,C001274,out+in,4,4,3,5,4,3,5,4,4,5,4,4,3,4,3,4,5,4,
千葉県,南総CC西,南総カントリークラブ西,C001276,out+in,5,4,5,4,4,3,4,3,4,5,4,3,4,4,5,3,4,4,
千葉県,南総CC東,南総カントリークラブ東,C001275,out+in,4,5,4,3,4,4,4,3,5,4,5,4,3,4,4,5,3,4,
千葉県,南総ヒルズCC中,南総ヒルズカントリークラブ中,C001140,all,4,3,5,4,3,4,4,4,5,,,,,,,,,,
千葉県,南総ヒルズCC西,南総ヒルズカントリークラブ西,C001141,all,4,5,4,3,5,4,3,4,4,,,,,,,,,,
千葉県,南総ヒルズCC東,南総ヒルズカントリークラブ東,C001139,all,5,4,5,4,4,3,4,4,3,,,,,,,,,,
千葉県,日本長江GC,日本長江ゴルフクラブ,C001252,out+in,5,4,3,4,5,4,4,3,4,4,4,3,5,4,5,4,3,4,
千葉県,ニュー南総GC,ニュー南総ゴルフ倶楽部,C001277,out+in,3,5,3,4,4,5,4,3,5,4,5,4,3,4,5,3,4,4,
千葉県,ヌーヴェルGC,ヌーヴェルゴルフ倶楽部,C001278,out+in,4,3,5,4,5,4,3,4,4,4,5,4,3,4,4,3,5,4,
千葉県,野田市ＰGけやき,野田市パブリックゴルフ場けやきコース,C001279,out+in,5,4,3,4,3,4,5,4,3,4,5,3,4,4,4,5,3,4,
千葉県,野田市ＰGひばり,野田市パブリックゴルフ場ひばりコース,C001280,out+in,3,4,5,3,5,5,3,4,4,4,4,4,4,4,3,5,5,3,
千葉県,白鳳CC,白鳳カントリー倶楽部,C001281,out+in,4,4,3,5,4,3,5,4,4,4,3,4,4,5,4,3,5,4,
千葉県,花生CC,花生カントリークラブ,C001282,out+in,4,5,3,4,4,5,4,3,4,4,4,5,3,4,5,3,4,4,
千葉県,浜野GC,浜野ゴルフクラブ,C001283,out+in,4,4,4,4,3,5,4,5,3,4,4,5,3,4,4,4,3,5,
千葉県,東我孫子CC,東我孫子カントリークラブ,C001284,out+in,5,3,4,4,4,3,4,4,5,4,3,4,3,5,4,4,4,5,
千葉県,東千葉CC西,東千葉カントリークラブ西,C001286,out+in,5,4,4,4,3,4,3,4,5,4,5,3,4,4,5,4,3,4,
千葉県,東千葉CC東,東千葉カントリークラブ東,C001285,out+in,4,3,4,4,5,4,4,3,5,4,4,5,4,4,5,3,4,3,
千葉県,平川CC,平川カントリークラブ,C001287,out+in,4,4,3,5,4,5,4,3,4,5,4,4,3,4,5,4,3,4,
千葉県,広池学園GC,広池学園ゴルフクラブ,C001354,all,3,3,3,3,3,3,3,3,3,,,,,,,,,,
千葉県,富士市原GC,富士市原ゴルフクラブ,C001288,out+in,4,3,5,4,3,5,4,4,4,5,3,4,4,4,4,3,5,4,
千葉県,藤ヶ谷CC,藤ヶ谷カントリークラブ,C001289,out+in,5,3,5,4,4,3,4,4,4,5,4,5,3,4,3,4,4,4,
千葉県,船橋CC,船橋カントリークラブ,C001290,out+in,4,4,3,5,4,3,5,4,4,4,3,4,5,4,4,3,4,5,
千葉県,ブリストルヒルGC,ブリストルヒルゴルフクラブ,C001338,out+in,4,5,5,3,4,4,3,4,3,4,5,4,5,5,3,4,3,4,
千葉県,ブリｯク&ウｯドC,ブリック＆ウッドクラブ,C001333,out+in,5,4,3,4,3,4,4,4,5,5,4,4,3,5,4,4,3,4,
千葉県,ﾍﾞﾙｾﾙﾊﾞCC市原楓,ベルセルバカントリークラブ市原コース楓,C001222,all,5,4,3,4,4,4,5,3,4,,,,,,,,,,
千葉県,ﾍﾞﾙｾﾙﾊﾞCC市原桜,ベルセルバカントリークラブ市原コース桜,C001221,all,5,4,3,4,4,4,3,4,5,,,,,,,,,,
千葉県,ﾍﾞﾙｾﾙﾊﾞCC市原松,ベルセルバカントリークラブ市原コース松,C001223,all,5,4,4,4,4,3,5,3,4,,,,,,,,,,
千葉県,房州CC,房州カントリークラブ,C001295,out+in,5,4,4,3,4,5,3,4,4,5,4,3,4,4,4,3,4,4,
千葉県,房総CC大上G,房総カントリークラブ大上ゴルフ場,C001296,out+in,4,5,4,3,4,4,3,4,5,4,4,4,5,3,4,4,3,5,
千葉県,房総CC房総G西,房総カントリークラブ房総ゴルフ場西,C001297,out+in,4,4,3,5,4,4,5,3,4,4,4,3,4,5,4,3,5,4,
千葉県,房総CC房総G東,房総カントリークラブ房総ゴルフ場東,C001298,out+in,4,4,5,3,4,5,4,3,4,4,4,5,4,3,4,3,4,5,
千葉県,鳳琳CC,鳳琳カントリー倶楽部,C001291,out+in,4,5,4,3,4,4,3,5,4,4,4,5,4,3,5,4,3,4,
千葉県,本千葉CC中,本千葉カントリークラブ中,C001293,all,4,3,4,4,3,5,5,4,4,,,,,,,,,,
千葉県,本千葉CC西,本千葉カントリークラブ西,C001294,all,5,5,4,4,3,4,4,3,4,,,,,,,,,,
千葉県,本千葉CC東,本千葉カントリークラブ東,C001292,all,5,4,4,3,4,5,4,3,4,,,,,,,,,,
千葉県,マグレガーCC,マグレガーカントリークラブ,C001307,out+in,5,4,3,4,4,4,5,3,4,4,3,5,4,4,4,3,5,4,
千葉県,丸の内C,丸の内倶楽部,C001299,out+in,5,4,4,4,4,3,5,3,4,4,4,4,5,4,3,4,3,5,
千葉県,万木城CC西,万木城カントリークラブ西,C001301,all,4,5,4,3,4,4,3,5,4,,,,,,,,,,
千葉県,万木城CC東,万木城カントリークラブ東,C001300,all,5,4,4,3,4,4,4,3,5,,,,,,,,,,
千葉県,万木城CC南,万木城カントリークラブ南,C001302,all,5,4,3,5,4,4,3,4,4,,,,,,,,,,
千葉県,真名CCくすの木,真名カントリークラブ真名コースくすの木,C001306,all,4,4,5,3,4,4,3,5,4,,,,,,,,,,
千葉県,真名CCGP,真名カントリークラブゲーリー・プレーヤーコース,C001303,out+in,4,5,3,4,4,3,5,4,4,3,4,3,4,5,5,3,4,5,
千葉県,真名CCこぶし,真名カントリークラブ真名コースこぶし,C001304,all,5,4,3,5,4,4,4,3,4,,,,,,,,,,
千葉県,真名CCつつじ,真名カントリークラブ真名コースつつじ,C001305,all,4,4,5,3,4,3,4,5,4,,,,,,,,,,
千葉県,南茂原CC,南茂原カントリークラブ,C001308,out+in,4,5,3,4,5,4,3,4,4,4,4,5,3,4,4,3,5,4,
千葉県,ミルフィーユGC,ミルフィーユゴルフクラブ,C001309,out+in,5,4,4,3,4,4,5,3,4,4,3,5,3,4,4,4,5,4,
千葉県,ﾑｰﾝﾚｲｸGC市原,ムーンレイクゴルフクラブ市原,C001205,out+in,4,4,3,4,3,5,4,4,5,4,3,4,4,5,3,4,5,4,
千葉県,ﾑｰﾝﾚｲｸGC鶴舞,ムーンレイクゴルフクラブ鶴舞,C001239,out+in,4,4,4,3,5,3,4,4,5,5,4,4,4,3,4,4,3,5,
千葉県,ﾑｰﾝﾚｲｸGC茂原,ムーンレイクゴルフクラブ茂原,C001137,out+in,4,5,3,4,5,4,4,3,4,4,4,3,4,4,5,3,4,5,
千葉県,紫CCすみれ,紫カントリークラブすみれコース,C001312,out+in,4,4,4,5,4,3,5,3,4,4,3,5,4,4,3,4,4,5,
千葉県,紫CC紫あやめEAST,紫カントリークラブ紫あやめコースEAST,C001310,out+in,4,3,4,3,5,4,4,4,5,5,4,3,4,4,4,3,4,5,
千葉県,紫CC紫あやめWEST,紫カントリークラブ紫あやめコースWEST,C001311,out+in,4,3,4,3,5,4,5,4,4,4,4,4,4,5,5,3,4,3,
千葉県,茂原CC,茂原カントリー倶楽部,C001313,out+in,5,4,3,4,4,3,5,4,4,5,4,3,4,4,5,3,4,4,
千葉県,森永高滝CC,森永高滝カントリー倶楽部,C001314,out+in,4,4,4,3,5,5,4,3,4,4,4,5,3,4,4,4,3,5,
千葉県,山田GC,山田ゴルフ倶楽部,C001316,out+in,5,4,3,4,4,3,4,5,4,5,4,3,4,4,5,3,4,4,
千葉県,四街道GC,四街道ゴルフ倶楽部,C001317,out+in,5,3,4,3,5,4,4,4,3,5,4,4,3,4,5,3,4,3,
千葉県,米原GC,米原ゴルフ倶楽部,C001318,out+in,4,5,3,5,4,4,4,3,4,4,5,4,4,3,4,4,3,5,
千葉県,ﾗ･ｳﾞｨｽﾀｺﾞﾙﾌﾘｿﾞｰﾄ,ラ・ヴィスタゴルフリゾート,C001319,out+in,4,5,3,4,4,3,5,4,4,5,4,3,4,4,3,5,4,4,
千葉県,ﾘﾄﾙｸﾞﾘｰﾝｳﾞｧﾚｰG,リトルグリーンヴァレー船橋ゴルフ場,C001346,all,3,3,3,3,3,4,3,3,3,,,,,,,,,,
千葉県,ﾚｲﾝﾎﾞｰﾋﾙｽﾞCCEAST,レインボーヒルズカントリークラブEAST,C001321,all,3,4,4,5,5,4,3,5,3,,,,,,,,,,
千葉県,ﾚｲﾝﾎﾞｰﾋﾙｽﾞCCWEST,レインボーヒルズカントリークラブWEST,C001322,all,4,5,4,3,4,5,4,4,3,,,,,,,,,,
千葉県,ﾚｲﾝﾎﾞｰﾋﾙｽﾞNORTH,レインボーヒルズカントリークラブNORTH,C001323,all,4,3,5,4,4,4,5,3,4,,,,,,,,,,
千葉県,ﾛｲﾔﾙｽﾀｰGC OUT,ロイヤルスターゴルフクラブOUT,C001324,all,5,3,4,4,3,4,5,4,4,,,,,,,,,,
千葉県,ﾛｲﾔﾙｽﾀｰGC IN,ロイヤルスターゴルフクラブIN,C001325,all,4,5,4,3,4,4,3,5,4,,,,,,,,,,
千葉県,ﾛｲﾔﾙｽﾀｰGC NEW,ロイヤルスターゴルフクラブNEW,C001342,all,5,4,3,4,4,5,4,3,4,,,,,,,,,,
千葉県,ロッテ皆吉台CC,ロッテ皆吉台カントリー倶楽部,C001326,out+in,4,5,3,4,5,4,4,3,4,5,3,4,4,4,4,3,5,4,
東京都,GMG八王子G西,GMG八王子ゴルフ場西,C001367,all,4,4,3,4,4,3,4,5,5,,,,,,,,,,
東京都,GMG八王子G東,GMG八王子ゴルフ場東,C001365,all,5,3,4,4,5,4,4,3,4,,,,,,,,,,
東京都,GMG八王子G南,GMG八王子ゴルフ場南,C001366,all,4,4,4,5,3,4,3,5,4,,,,,,,,,,
東京都,Tama Hills GC,Tama Hills Golf course,C001385,out+in,5,4,3,4,4,4,3,5,4,4,3,4,5,5,3,4,4,4,
東京都,赤羽GC,赤羽ゴルフ倶楽部,C001359,out+in,4,4,3,5,4,4,5,5,3,4,3,5,4,4,4,4,3,4,
東京都,伊豆大島ﾘｿﾞｰﾄGC,伊豆大島リゾートゴルフクラブ,C001384,all,4,5,3,4,4,3,5,3,4,,,,,,,,,,
東京都,江戸川LGｼｮｰﾄＡ,江戸川ラインゴルフショートコースA,C001389,out+in,3,3,3,3,3,3,3,3,3,3,3,3,9,,,,,,
東京都,江戸川LGｼｮｰﾄＢ,江戸川ラインゴルフショートコースB,C001390,all,3,3,3,3,3,3,18,,,,,,,,,,,,
東京都,青梅GC中,青梅ゴルフ倶楽部中,C001361,all,5,4,3,4,5,4,3,4,4,,,,,,,,,,
